"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CYCS.1",3.03412095311218e-10,-2.72357505367021,0.041,0.441,1.01758348525476e-05,"8","CYCS"
"TMA7",3.38930852749285e-10,-1.09322494725984,0.219,0.689,1.13670629395055e-05,"8","TMA7"
"CARD16",3.51850171995349e-10,2.93799395034017,0.37,0.146,1.180035106838e-05,"8","CARD16"
"PPP2R5C.7",3.53990724686722e-10,-1.95879203342351,0.068,0.49,1.18721409245433e-05,"8","PPP2R5C"
"SKP1",3.59826287986726e-10,-1.40499171027008,0.137,0.593,1.20678540464988e-05,"8","SKP1"
"SLC2A3.2",3.92426919165316e-10,2.4940531181094,0.562,0.361,1.31612140149664e-05,"8","SLC2A3"
"CREBRF.3",5.02437885839786e-10,2.65067008181129,0.479,0.254,1.68507618152947e-05,"8","CREBRF"
"C12orf57.2",5.13448630828992e-10,-2.68698932739852,0.027,0.416,1.72200401807428e-05,"8","C12orf57"
"EIF3L",5.78369807302364e-10,-6.86481651070227,0,0.362,1.93973665973067e-05,"8","EIF3L"
"HLA-DPB1.7",6.06395368597186e-10,-3.69243837921858,0.055,0.437,2.03372878720124e-05,"8","HLA-DPB1"
"SRRM1.1",6.09249355835561e-10,-2.96615214655399,0.027,0.409,2.0433004896013e-05,"8","SRRM1"
"ERP29",6.21433827094847e-10,-3.68641782824168,0.027,0.405,2.0841647693107e-05,"8","ERP29"
"EIF3G",6.30151142437899e-10,-2.45075801236045,0.055,0.456,2.11340090150822e-05,"8","EIF3G"
"HLA-DRB1.6",6.89972894659674e-10,-4.90456209903207,0.041,0.408,2.31403109410961e-05,"8","HLA-DRB1"
"RAP1B",7.42536993237572e-10,-2.05944510395103,0.096,0.51,2.49032056792017e-05,"8","RAP1B"
"TUBA1A",7.80980433903247e-10,-1.78333335086398,0.096,0.516,2.61925217922471e-05,"8","TUBA1A"
"YWHAQ.1",8.15845969983417e-10,-7.04535301140824,0,0.358,2.73618421413038e-05,"8","YWHAQ"
"ARL4C.6",8.45332108947558e-10,-2.9031031630448,0.041,0.425,2.83507482698832e-05,"8","ARL4C"
"RBM39.1",8.46772033955922e-10,-1.26694323428401,0.205,0.66,2.83990404748137e-05,"8","RBM39"
"EIF3K",8.92606299818301e-10,-1.46182348510189,0.123,0.557,2.99362300833062e-05,"8","EIF3K"
"NUCKS1.3",8.95174710653624e-10,-4.28428498660742,0.014,0.38,3.00223694459012e-05,"8","NUCKS1"
"PTGES3",9.40785317789477e-10,-6.89304779391891,0,0.356,3.15520579880235e-05,"8","PTGES3"
"RPL17",1.08824538303257e-09,-3.98568217286989,0.014,0.379,3.64975736561463e-05,"8","RPL17"
"ZNF331.7",1.435755161767e-09,-5.14817879597966,0.014,0.369,4.81523566153417e-05,"8","ZNF331"
"NDUFB8",1.5215403269923e-09,-6.91146004940346,0,0.349,5.10294194866678e-05,"8","NDUFB8"
"TOMM20",1.56687633557987e-09,-3.35906302182458,0.027,0.396,5.25498985426778e-05,"8","TOMM20"
"PIK3IP1.5",1.56918002520776e-09,-2.04138362172121,0.027,0.399,5.2627159685418e-05,"8","PIK3IP1"
"SEC61B",1.65766181963538e-09,-2.35918818478526,0.041,0.418,5.55946621069314e-05,"8","SEC61B"
"CD3D.8",1.70236448494885e-09,-7.65868610920731,0,0.348,5.70939000962144e-05,"8","CD3D"
"KMT2E.3",1.76200591437686e-09,-2.02787244506018,0.082,0.482,5.9094154356371e-05,"8","KMT2E"
"CD3E.8",1.90408258432059e-09,-7.47219925849601,0,0.346,6.38591217129438e-05,"8","CD3E"
"KTN1",1.90408259953278e-09,-6.98074347662677,0,0.346,6.38591222231304e-05,"8","KTN1"
"LY6E.2",1.90675934670931e-09,-4.26658990098059,0.014,0.37,6.3948894969937e-05,"8","LY6E"
"DUSP2.6",2.0529089954934e-09,-2.33677358422142,0.082,0.462,6.88504618908577e-05,"8","DUSP2"
"PDCD4.3",2.06340589349201e-09,-2.55063715304592,0.055,0.434,6.92025068559352e-05,"8","PDCD4"
"RGCC.5",2.0721082924607e-09,-3.08537457344468,0.055,0.428,6.94943679125468e-05,"8","RGCC"
"EIF4A3",2.53221411070673e-09,3.07073487750137,0.479,0.268,8.49253968448822e-05,"8","EIF4A3"
"DAPP1.1",2.61954136576227e-09,2.90019477239841,0.26,0.08,8.7854178324935e-05,"8","DAPP1"
"CCL5.7",2.92279827818888e-09,-4.61487158410515,0.027,0.375,9.80248086538987e-05,"8","CCL5"
"HNRNPA0",3.04311146802204e-09,-4.4236543310757,0.014,0.362,0.000102059872414523,"8","HNRNPA0"
"IL7R.7",3.06744628667985e-09,-6.4530242153671,0.014,0.355,0.000102876013562669,"8","IL7R"
"SF1.4",3.3474237460215e-09,-1.42545455544155,0.123,0.544,0.000112265897594069,"8","SF1"
"SELENOW.4",3.41035336061689e-09,-7.0519689439292,0,0.338,0.000114376431008369,"8","SELENOW"
"CNBP",3.50678020320083e-09,-2.54566798524176,0.041,0.412,0.000117610394454949,"8","CNBP"
"TRBC2.7",3.53784860821034e-09,-4.70880242860265,0.014,0.359,0.000118652366622158,"8","TRBC2"
"HSP90B1",3.59323022873193e-09,-1.94296567272656,0.055,0.434,0.000120509755411211,"8","HSP90B1"
"RUNX3.7",3.8567291459272e-09,-4.10426930296137,0.014,0.361,0.000129346982096106,"8","RUNX3"
"CRYBG1.7",4.02198828741431e-09,-7.29942049083956,0,0.336,0.000134889443183301,"8","CRYBG1"
"SNU13",4.52284177381538e-09,-2.31792349516122,0.041,0.407,0.00015168706741022,"8","SNU13"
"CD2.8",5.00609355048652e-09,-7.65837203666217,0,0.333,0.000167894365496217,"8","CD2"
"EID1.3",5.21250686105736e-09,-2.94488830523369,0.041,0.398,0.000174817055106142,"8","EID1"
"EVL.5",5.28174364312807e-09,-3.28236583150323,0.027,0.378,0.000177139118303229,"8","EVL"
"ATP5F1D",5.48300628683519e-09,-2.73716754828099,0.027,0.382,0.000183889064847879,"8","ATP5F1D"
"SYTL3.7",5.67644118784407e-09,-4.63018507311699,0.014,0.352,0.000190376484557914,"8","SYTL3"
"NSA2.1",6.95620782066726e-09,-3.37752022297303,0.014,0.355,0.000233297297889538,"8","NSA2"
"MACF1",7.93874721019266e-09,-6.93993211574279,0,0.327,0.000266249703935442,"8","MACF1"
"ADAR",8.81294130804949e-09,2.52917671558122,0.438,0.235,0.000295568425589364,"8","ADAR"
"ARL6IP4",8.8980680836328e-09,-1.71167465293291,0.041,0.404,0.000298423407388877,"8","ARL6IP4"
"EIF3H",9.0246051491696e-09,-1.91981896606284,0.068,0.442,0.00030266720749285,"8","EIF3H"
"TRAC.8",9.08242538718797e-09,-7.66310417588701,0,0.325,0.00030460638263551,"8","TRAC"
"EIF4B",1.08041115899154e-08,-2.28237251058261,0.041,0.396,0.000362348294502583,"8","EIF4B"
"NDUFB11",1.08194106314487e-08,-3.08703902862489,0.014,0.349,0.000362861393757528,"8","NDUFB11"
"SH3BP5.1",1.13093532207616e-08,2.46448723796159,0.37,0.16,0.000379293088317901,"8","SH3BP5"
"ATP5F1B",1.2618012274964e-08,-2.73633716380861,0.027,0.367,0.000423182895677742,"8","ATP5F1B"
"PDIA3",1.30490183040616e-08,-1.96816112893883,0.041,0.391,0.000437637975881617,"8","PDIA3"
"SEPT7.2",1.32340638029815e-08,-1.06403078769296,0.11,0.5,0.000443844031824395,"8","SEPT7"
"MORF4L1",1.32952988350332e-08,-1.55893121225953,0.096,0.486,0.000445897732329343,"8","MORF4L1"
"COX6A1",1.34421300212037e-08,-1.87173997005933,0.068,0.438,0.00045082215665113,"8","COX6A1"
"NR4A2.4",1.3549518770618e-08,-2.41144951231503,0.041,0.388,0.000454423760528986,"8","NR4A2"
"HM13",1.44742895531516e-08,2.95106629058127,0.329,0.134,0.000485438723033597,"8","HM13"
"GTF3A.2",1.46876355222836e-08,-6.66032691079986,0,0.318,0.000492593920146347,"8","GTF3A"
"SPCS1",1.46957038474073e-08,-2.00097640855916,0.027,0.371,0.000492864515634345,"8","SPCS1"
"HSPD1",1.50824875545219e-08,-6.80210802405075,0,0.317,0.000505836467603557,"8","HSPD1"
"UQCRQ.2",1.63300890711383e-08,-6.7285175453831,0,0.316,0.000547678527267838,"8","UQCRQ"
"FAM107B.4",1.68551063255162e-08,-2.92542247654018,0.027,0.365,0.000565286555945161,"8","FAM107B"
"NKTR.4",1.72049514565478e-08,-2.97636515018395,0.027,0.362,0.0005770196619497,"8","NKTR"
"ACAP1.5",1.83152854573834e-08,-3.00672975764324,0.027,0.362,0.000614258043669726,"8","ACAP1"
"ZNF267",1.88246590414025e-08,2.49825259291859,0.329,0.132,0.000631341414930557,"8","ZNF267"
"TRIR",1.88782853206337e-08,-1.55264652450818,0.123,0.51,0.000633139933083413,"8","TRIR"
"SLC38A1.6",1.9133974706922e-08,-6.70470249360031,0,0.314,0.000641715243720748,"8","SLC38A1"
"SNRPD2.1",2.1004642011235e-08,-2.33925340117703,0.027,0.365,0.0007044536837728,"8","SNRPD2"
"STK17A.4",2.12581094504227e-08,-6.65539237322132,0,0.312,0.000712954474748276,"8","STK17A"
"RORA.6",2.24045954093909e-08,-7.38362363139685,0,0.312,0.000751405320840153,"8","RORA"
"PRDX1.1",2.2933287450289e-08,-2.72784211177254,0.041,0.382,0.000769136594507793,"8","PRDX1"
"PRDX6.2",2.3174040827451e-08,-2.94921771315447,0.014,0.338,0.00077721098127105,"8","PRDX6"
"NASP",2.36111899879701e-08,-6.75297880233774,0,0.311,0.000791872089816543,"8","NASP"
"AAK1.5",2.36111920940316e-08,-6.812040673721,0,0.311,0.000791872160449631,"8","AAK1"
"NDUFB2.1",2.3839667018681e-08,-2.09508259714517,0.041,0.385,0.000799534752472525,"8","NDUFB2"
"ITGB1.3",2.42630562059076e-08,-3.09068918218013,0.041,0.374,0.000813734379033731,"8","ITGB1"
"ATP5IF1",2.50418449559681e-08,-2.00900465674985,0.041,0.388,0.000839853396133259,"8","ATP5IF1"
"TUBA4A.6",2.54684691181824e-08,-2.77845985507754,0.041,0.379,0.0008541615172856,"8","TUBA4A"
"COPS9.1",2.68734598663046e-08,-4.1791189400319,0.014,0.333,0.000901282096996123,"8","COPS9"
"SEC11A",2.7623079111981e-08,-6.78925455460637,0,0.309,0.00092642282725762,"8","SEC11A"
"MIR4435-2HG.1",3.02877966040716e-08,3.13603469715176,0.274,0.096,0.00101579212250735,"8","MIR4435-2HG"
"YBX3.4",3.04377137012096e-08,-4.60560691771819,0.014,0.329,0.00102082004211117,"8","YBX3"
"MRFAP1",3.05399021807562e-08,-3.66981849769113,0.014,0.333,0.0010242472393382,"8","MRFAP1"
"UBE2D2",3.19661990025042e-08,-2.55721744649748,0.014,0.333,0.00107208238214599,"8","UBE2D2"
"TAF1D.5",3.50308894230415e-08,-1.91545268722374,0.055,0.406,0.00117486596946997,"8","TAF1D"
"C11orf58",3.5965465023713e-08,-2.12909332261344,0.041,0.379,0.00120620976596529,"8","C11orf58"
"HNRNPDL",3.63518755685104e-08,-1.3242857082851,0.123,0.517,0.0012191692028167,"8","HNRNPDL"
"HCST.6",3.74729957629724e-08,-2.11894589477854,0.11,0.457,0.00125676933189857,"8","HCST"
"MTDH",3.79431031123805e-08,-2.77934112240348,0.027,0.353,0.00127253579218302,"8","MTDH"
"STK4.5",3.80957624931286e-08,-1.20660571900209,0.178,0.586,0.00127765568249455,"8","STK4"
"NDUFB4.1",3.87235654682976e-08,-6.70131590172546,0,0.304,0.00129871093867576,"8","NDUFB4"
"UQCRH",3.87671998984813e-08,-1.51236008679073,0.096,0.476,0.00130017435019527,"8","UQCRH"
"TUBB4B.1",4.08308639065407e-08,-2.07592474118797,0.096,0.451,0.00136938551369756,"8","TUBB4B"
"PFKFB3.1",4.6580206233813e-08,2.99651313505095,0.384,0.188,0.00156220695666962,"8","PFKFB3"
"ATP5ME.1",4.66933298011336e-08,-1.75713463806774,0.041,0.378,0.00156600089487042,"8","ATP5ME"
"GZMA.7",4.75996098075182e-08,-7.96535022952663,0,0.301,0.00159639571372455,"8","GZMA"
"NDUFA13",4.77943524940135e-08,-2.53092799495284,0.027,0.353,0.00160292699394422,"8","NDUFA13"
"RPS27L.3",4.83097981571054e-08,-3.54941682882858,0.014,0.326,0.001620214010593,"8","RPS27L"
"ITM2B.1",5.32346064902736e-08,1.24100211682832,0.753,0.761,0.0017853822324708,"8","ITM2B"
"PICALM.2",5.32426135029945e-08,2.63644473397135,0.329,0.138,0.00178565077166343,"8","PICALM"
"RSL24D1",5.78195322043914e-08,-2.77165610484526,0.027,0.345,0.00193915147107088,"8","RSL24D1"
"SUB1",5.8833270853714e-08,-1.19916495964578,0.192,0.597,0.00197315023789186,"8","SUB1"
"WSB1",6.00031366870736e-08,2.27159021897407,0.548,0.383,0.00201238519821108,"8","WSB1"
"PRPF4B.2",6.04117762369374e-08,-3.95443368167332,0.014,0.321,0.00202609015143441,"8","PRPF4B"
"ASAH1.2",6.04425877483421e-08,2.35046327104951,0.411,0.208,0.0020271235079039,"8","ASAH1"
"LDHA.1",6.08639341754822e-08,-1.06674742474464,0.123,0.519,0.00204125462437732,"8","LDHA"
"MCL1.2",6.40705538201988e-08,1.42542550681909,0.726,0.628,0.00214879823402183,"8","MCL1"
"RSL1D1.1",6.47326752464349e-08,-6.50595931673037,0,0.296,0.00217100446241493,"8","RSL1D1"
"FUS.3",6.49193984052165e-08,-1.18786837373342,0.233,0.636,0.00217726678371415,"8","FUS"
"HP1BP3",6.89826616898947e-08,-3.92379394996715,0.014,0.319,0.00231354050775569,"8","HP1BP3"
"NSD3.3",6.90802426191913e-08,-4.33895695759933,0.014,0.317,0.00231681317696244,"8","NSD3"
"ATRX",6.99912562834677e-08,-3.13690701242047,0.027,0.343,0.00234736675323494,"8","ATRX"
"EIF5.1",7.18538934304517e-08,-1.48276401403172,0.096,0.459,0.00240983587787049,"8","EIF5"
"MBNL1.1",7.33359433636568e-08,-1.52622151592083,0.123,0.493,0.00245954086853032,"8","MBNL1"
"RNH1.1",7.73576733508344e-08,-6.73875435769254,0,0.293,0.00259442164884028,"8","RNH1"
"SUMO1",7.7357673906004e-08,-6.48600813303594,0,0.293,0.00259442166745956,"8","SUMO1"
"SEM1.1",8.57904890110092e-08,-3.26630169044693,0.027,0.339,0.00287724142045123,"8","SEM1"
"DDIT4.5",8.60480931878403e-08,-1.59523446441467,0.096,0.444,0.00288588094933379,"8","DDIT4"
"TNRC6B.2",8.64014662557042e-08,-3.75429320651852,0.014,0.317,0.00289773237528381,"8","TNRC6B"
"SYF2.1",9.01191589528172e-08,-4.50720733497235,0.014,0.312,0.00302241635295958,"8","SYF2"
"ATP5PF.3",9.30904849965235e-08,-2.7486762366256,0.041,0.362,0.00312206868581341,"8","ATP5PF"
"UQCR11",9.43886460028695e-08,-1.04188468031547,0.096,0.462,0.00316560640964424,"8","UQCR11"
"CCND3.4",9.91108285394157e-08,-2.28702524461868,0.027,0.341,0.00332397896755492,"8","CCND3"
"DBI.2",1.00716702353706e-07,-1.89519520078957,0.096,0.446,0.00337783676353858,"8","DBI"
"ATP5MC3.1",1.01244764336614e-07,-2.10405086898521,0.027,0.342,0.00339554690632137,"8","ATP5MC3"
"GZMM.7",1.01577962811206e-07,-4.11778224608703,0.014,0.312,0.00340672171676224,"8","GZMM"
"SAP18",1.07130600707581e-07,-1.13688207665326,0.11,0.483,0.00359294608653087,"8","SAP18"
"RTRAF",1.10192747534807e-07,-6.49532048115113,0,0.288,0.00369564436682234,"8","RTRAF"
"SQSTM1",1.10625979764899e-07,2.72749487034344,0.534,0.396,0.00371017410935519,"8","SQSTM1"
"ARID5B.3",1.17537632151802e-07,-2.22866513992067,0.068,0.394,0.00394197710710714,"8","ARID5B"
"RBM8A.2",1.26696632890447e-07,-1.4689174433111,0.096,0.452,0.00424915167387981,"8","RBM8A"
"AKNA.6",1.27974266204684e-07,-2.68913669567701,0.041,0.356,0.00429200093997269,"8","AKNA"
"HLA-DQB1.7",1.32711420857984e-07,-5.52504623819739,0.014,0.304,0.00445087563273507,"8","HLA-DQB1"
"WASF2",1.36526319977936e-07,-2.90803080488227,0.027,0.333,0.00457881971942003,"8","WASF2"
"DAD1",1.45606098300965e-07,-1.99270552323477,0.055,0.381,0.00488333732481776,"8","DAD1"
"LAMP2.1",1.47939654297182e-07,2.24356331032517,0.315,0.13,0.00496160012581889,"8","LAMP2"
"POLR1D",1.56436033496305e-07,-6.34438397356184,0,0.283,0.00524655169139907,"8","POLR1D"
"FXYD5.2",1.60327726821963e-07,-1.43145549314493,0.068,0.407,0.00537707130215498,"8","FXYD5"
"EIF3D",1.62018560912402e-07,-2.01073880574857,0.027,0.335,0.00543377849588014,"8","EIF3D"
"SSR2.1",1.7282887071125e-07,-1.46366038713063,0.123,0.482,0.0057963346659139,"8","SSR2"
"SMDT1",1.76153462716172e-07,-2.91523817207852,0.027,0.33,0.00590783483257499,"8","SMDT1"
"NKG7.8",1.81599314289238e-07,-9.00301016098676,0,0.28,0.00609047780263246,"8","NKG7"
"H1FX",1.86159193919053e-07,-6.72298319409934,0,0.28,0.00624340704565721,"8","H1FX"
"ARL6IP5.3",1.89536207520692e-07,-1.40340602218279,0.068,0.403,0.00635666532782897,"8","ARL6IP5"
"C19orf53",1.90494392493603e-07,-2.73506518233534,0.027,0.33,0.00638880093545045,"8","C19orf53"
"UQCR10",1.90529132045443e-07,-1.98308184104692,0.041,0.357,0.00638996603054006,"8","UQCR10"
"H2AFV.1",1.90601831918926e-07,-4.33134728233619,0.014,0.301,0.00639240423889695,"8","H2AFV"
"CCNH.4",1.93473176319747e-07,-2.29473008041452,0.055,0.371,0.00648870338741168,"8","CCNH"
"ANP32B",1.98236693615482e-07,-3.05384705786685,0.027,0.327,0.00664846223047603,"8","ANP32B"
"PDIA6",2.05538349123046e-07,-6.49651369312503,0,0.279,0.0068933451528887,"8","PDIA6"
"GPR183.5",2.11001418245868e-07,-5.31612596037884,0.014,0.297,0.00707656556512991,"8","GPR183"
"PCM1.1",2.19049996760274e-07,-3.03344817402349,0.014,0.304,0.00734649879134608,"8","PCM1"
"ITM2A.4",2.2063297397475e-07,-3.47156449867803,0.014,0.303,0.00739958868116517,"8","ITM2A"
"SEC61G.1",2.31375045967579e-07,-2.70841866842932,0.041,0.347,0.00775985629166065,"8","SEC61G"
"PRMT2.3",2.39186411222208e-07,-2.78449086959591,0.027,0.327,0.00802183385957042,"8","PRMT2"
"SNHG8",2.42720331939946e-07,-2.39752036903719,0.041,0.35,0.00814035449260191,"8","SNHG8"
"ARF6.3",2.4694405614453e-07,-1.68759566851216,0.055,0.378,0.00828200975497524,"8","ARF6"
"RBX1",2.56586619776941e-07,-6.51813051689433,0,0.275,0.00860540205407903,"8","RBX1"
"SNHG7.2",2.695026832623e-07,-6.48392930904158,0,0.274,0.00903858099125102,"8","SNHG7"
"ODF2L.5",2.69502700025827e-07,-6.70369205237619,0,0.274,0.00903858155346618,"8","ODF2L"
"XRCC6",2.7048320264514e-07,-3.68174811063203,0.014,0.3,0.0090714656503127,"8","XRCC6"
"CHMP2B",2.98487329335613e-07,2.54311419325912,0.301,0.127,0.0100106680512578,"8","CHMP2B"
"CSDE1",3.03081223130562e-07,-1.57060665862312,0.082,0.42,0.0101647380613528,"8","CSDE1"
"PRPF38B.2",3.03716643751325e-07,-2.33146139735279,0.041,0.344,0.0101860487981319,"8","PRPF38B"
"RNF19A.7",3.11286229116546e-07,-1.52518961413006,0.082,0.406,0.0104399175521107,"8","RNF19A"
"KRT10.1",3.23427857092777e-07,-2.08458051522755,0.027,0.321,0.0108471234711776,"8","KRT10"
"ST13.1",3.27838659608262e-07,-3.47663703594782,0.027,0.316,0.0109950529659419,"8","ST13"
"SPOCK2.6",3.3701776448373e-07,-2.73895727092108,0.027,0.321,0.0113029017852553,"8","SPOCK2"
"POLR2J3.1.2",3.38368211224542e-07,-4.46277744178484,0.014,0.292,0.0113481930680487,"8","POLR2J3.1"
"JUN.4",3.40143655281646e-07,-2.29741221661164,0.26,0.58,0.0114077379108358,"8","JUN"
"ID2.4",3.42680646945461e-07,-1.3615092452252,0.082,0.401,0.0114928235372569,"8","ID2"
"ORMDL1.1",3.79365306507959e-07,-6.32018972747535,0,0.269,0.0127231536496639,"8","ORMDL1"
"HNRNPUL1.2",3.9666893707855e-07,-2.79136618267172,0.027,0.316,0.0133034828117404,"8","HNRNPUL1"
"HMGN2.1",4.06469335722165e-07,-1.02656490133038,0.082,0.421,0.01363216858145,"8","HMGN2"
"TMEM243.4",4.08032416787448e-07,-6.29874745709339,0,0.268,0.0136845911942174,"8","TMEM243"
"NDUFA11.1",4.29241326181325e-07,-2.63909389527476,0.014,0.294,0.0143958955974693,"8","NDUFA11"
"ATP5MD.2",4.30237823972438e-07,-1.39756258860895,0.082,0.411,0.0144293161403876,"8","ATP5MD"
"MT2A.4",4.32321191420595e-07,-2.78100486685165,0.315,0.642,0.0144991881178639,"8","MT2A"
"MGST3.6",4.53524578854768e-07,-2.94249796416203,0.041,0.335,0.0152103073256312,"8","MGST3"
"STK17B.3",4.67095531974429e-07,-1.15210036474566,0.137,0.488,0.0156654499513584,"8","STK17B"
"DSTN.6",4.91078807715215e-07,-3.34211504491618,0.014,0.29,0.0164698010531529,"8","DSTN"
"PNN.1",4.94699593154324e-07,-2.26442113617044,0.041,0.337,0.0165912349552097,"8","PNN"
"LUC7L3",4.95041277368163e-07,-1.8095304717268,0.041,0.339,0.0166026943603735,"8","LUC7L3"
"MPHOSPH8.1",5.00745365536667e-07,-2.75012286786147,0.027,0.313,0.0167939980693687,"8","MPHOSPH8"
"IKZF1.6",5.00955209415677e-07,-1.66561364565435,0.055,0.366,0.016801035813383,"8","IKZF1"
"NDUFC2",5.09934491492215e-07,-2.49455747947911,0.014,0.291,0.0171021829756659,"8","NDUFC2"
"GLS.2",5.32857350409767e-07,-2.6448537250555,0.027,0.314,0.0178709698180428,"8","GLS"
"CD7.6",5.480195571511e-07,-3.51008865645961,0.027,0.306,0.0183794799077336,"8","CD7"
"RPS17",5.58531902719933e-07,-6.28021606024909,0,0.263,0.0187320429534211,"8","RPS17"
"CLEC2D.7",5.77586658298866e-07,-3.0302023925627,0.027,0.311,0.0193711013460274,"8","CLEC2D"
"TUBB.6",5.86029172033486e-07,-6.85692841530515,0,0.262,0.019654246371659,"8","TUBB"
"ARHGDIB.2",5.8966920673994e-07,-1.08304660320194,0.247,0.606,0.0197763258556441,"8","ARHGDIB"
"CDKN1B.5",6.14840063763687e-07,-6.32066125881342,0,0.261,0.0206205060585065,"8","CDKN1B"
"NFIL3",6.2614055720527e-07,2.44647286618922,0.274,0.109,0.0209995020075504,"8","NFIL3"
"ATP5MF.1",6.66184039010078e-07,-2.4026117574068,0.027,0.311,0.02234248030032,"8","ATP5MF"
"PHF20.4",6.84816341958514e-07,-2.58197725991137,0.041,0.331,0.0229673704766047,"8","PHF20"
"ELOB.2",6.9492837702256e-07,-1.37189940955295,0.151,0.505,0.0233065079085826,"8","ELOB"
"MZT2A.2",7.23759084171957e-07,-3.51956629879878,0.014,0.284,0.0242734321649591,"8","MZT2A"
"PPP1R2.4",7.27585310036013e-07,-1.45332919444933,0.068,0.378,0.0244017561279878,"8","PPP1R2"
"LAPTM4A.4",7.3700362557846e-07,-2.74047541423917,0.055,0.345,0.0247176275946504,"8","LAPTM4A"
"CD3G.8",7.44480550040686e-07,-6.77748616943849,0,0.258,0.0249683886872645,"8","CD3G"
"MT1X.3",7.6244463215088e-07,-8.41198244075141,0,0.258,0.0255708680730762,"8","MT1X"
"G3BP2.3",7.94465699932615e-07,-1.97498379186264,0.055,0.354,0.02664479064434,"8","G3BP2"
"CCDC85B.1",7.96116285620977e-07,-3.66575435605859,0.014,0.282,0.0267001479871563,"8","CCDC85B"
"ANXA6.1",7.99644844246545e-07,-6.4163628819072,0,0.257,0.0268184887863406,"8","ANXA6"
"JAML.1",8.08807197477676e-07,2.72291178099218,0.274,0.111,0.0271257757890063,"8","JAML"
"RABAC1.1",8.29200878252203e-07,-1.17445414519745,0.068,0.385,0.0278097390548224,"8","RABAC1"
"ODC1.5",8.38606388083671e-07,-6.45939097550417,0,0.256,0.0281251810435502,"8","ODC1"
"SEPT6.4",8.46081808018431e-07,-3.97282194875162,0.014,0.279,0.0283758916773221,"8","SEPT6"
"SRSF10.1",9.04492890720927e-07,-2.30031820481971,0.027,0.308,0.0303348825689985,"8","SRSF10"
"TACC1.3",9.22017388249332e-07,-4.24703934037384,0.014,0.278,0.0309226191671061,"8","TACC1"
"UCP2.4",9.9415178366279e-07,-2.51144097005106,0.027,0.302,0.0333418625204827,"8","UCP2"
"SELENOK.1",1.00198130941132e-06,-1.29756148299613,0.178,0.522,0.0336044491550369,"8","SELENOK"
"PRDX2.3",1.01373577893934e-06,-6.33850882363804,0,0.253,0.0339986705540677,"8","PRDX2"
"NDUFA3",1.02743222731799e-06,-2.28761458983867,0.014,0.28,0.0344580220397909,"8","NDUFA3"
"FAM96B",1.03758802555285e-06,-2.7910415476112,0.014,0.28,0.0347986272009916,"8","FAM96B"
"PA2G4",1.03798120695388e-06,-6.35710490506547,0,0.253,0.0348118137188191,"8","PA2G4"
"ATP5F1A",1.08817369986948e-06,-6.28543564718874,0,0.252,0.0364951695462228,"8","ATP5F1A"
"RBM38.6",1.12103348410246e-06,-3.9390372417584,0.014,0.275,0.0375972209898282,"8","RBM38"
"HIGD2A",1.13117451948936e-06,-2.09100549786947,0.027,0.304,0.0379373310346342,"8","HIGD2A"
"RNF13",1.15141982240365e-06,2.33998201030949,0.288,0.121,0.0386163180037737,"8","RNF13"
"DDX6.3",1.18704618601746e-06,-2.11733141226203,0.041,0.322,0.0398111549866535,"8","DDX6"
"HIST1H4C.5",1.1948267029639e-06,-3.61633552336825,0.014,0.276,0.0400720979640033,"8","HIST1H4C"
"RBM3",1.20601635535908e-06,-1.09799972205794,0.123,0.464,0.0404473765260329,"8","RBM3"
"KLF6.3",1.23572015036237e-06,1.033669786012,0.767,0.66,0.0414435824028533,"8","KLF6"
"EPC1.3",1.27060548812503e-06,-2.24839155821766,0.041,0.322,0.0426135668607372,"8","EPC1"
"TERF2IP.2",1.30537876099071e-06,-1.76229925066972,0.055,0.347,0.0437797928861064,"8","TERF2IP"
"SBDS.1",1.31785352120056e-06,-2.77055513313747,0.027,0.299,0.0441981713940242,"8","SBDS"
